Question_ID,Question,Expected_Answer,Chatbot_Answer,Similarity,Match,Response_Time_s,Run
8,O Fidelidade Savings (opção segura) é competitivo face aos certificados do Tesouro Português?,"Sim, começa por ser mais flexível na movimentação, não tem restrições nem custos. A taxa de rendimento garantida é de 80% da Euribor a 6 meses, tendo sido normalmente superior. Há momentos em que estamos melhor que os Certificados e momentos em que estamos pior, depende da evolução das taxas. Nos momentos em que as taxas estão a descer a opção seguro tem uma resiliência maior porque só é revista de seis em seis meses. Funcionamento","Para fazer uma comparação entre o **Fidelidade My Savings** (opção segura) e os **certificados do Tesouro Português**, é importante considerar alguns fatores, como a rentabilidade, a segurança e a liquidez.

### Fidelidade My Savings (opção segura)
- **Rentabilidade**: A rentabilidade é garantida e pode ser superior à média do mercado, dependendo das condições do produto.
- **Segurança**: O capital investido está protegido, oferecendo uma maior segurança em comparação com investimentos mais voláteis.
- **Liquidez**: A possibilidade de resgatar o investimento em momentos específicos, conforme as condições do produto.

### Certificados do Tesouro Português
- **Rentabilidade**: A rentabilidade pode variar conforme as taxas de juro e as condições do mercado. Os certificados do Tesouro têm uma rentabilidade que pode ser inferior em certos períodos.
- **Segurança**: Considerados seguros, uma vez que são garantidos pelo Estado Português.
- **Liquidez**: A liquidez pode ser limitada, dependendo do tipo de certificado e das condições de mercado.

### Comparação
- **Rentabilidade**: O Fidelidade My Savings pode oferecer uma rentabilidade mais atrativa em comparação com os certificados do Tesouro, especialmente em períodos de baixa taxa de juro.
- **Segurança**: Ambos os produtos são considerados seguros, mas o My Savings pode ter uma proteção adicional dependendo das condições específicas.
- **Liquidez**: O My Savings pode oferecer maior flexibilidade em termos de resgates.

Em resumo, o **Fidelidade My Savings** (opção segura) pode ser uma alternativa competitiva face aos certificados do Tesouro Português, especialmente em termos de rentabilidade e liquidez. É sempre aconselhável analisar as condições específicas de cada produto e as necessidades individuais de investimento.",31,No,4.44,9
9,Posso subscrever e resgatar em qualquer momento?,Sim posso. Ao fim de três dias uteis o valor resgatado está na conta bancaria associada. Não há encargos de resgate. 2) PPR EVOLUIR Informações Gerais sobre os Produtos,"Olá! 

Em relação à subscrição e resgate dos produtos da Fidelidade, aqui estão as informações relevantes:

### Fidelidade My Savings
- **Subscrição**: Podes subscrever o produto a qualquer momento.
- **Resgate**: O resgate pode ser feito a qualquer momento, mas é importante ter em conta que pode haver penalizações ou condições específicas associadas ao resgate antecipado.

### PPR Evoluir
- **Subscrição**: Também é possível subscrever o PPR Evoluir em qualquer momento.
- **Resgate**: O resgate é permitido, mas existem regras específicas sobre quando e como pode ser feito, especialmente em relação a benefícios fiscais.

Se tiveres mais perguntas ou precisares de mais detalhes, estou à disposição!",30,No,3.16,9
10,Que tipo de investimento é o PPR Evoluir — Capital e rendimento garantido ou tem risco?,"Ambos. O PPR Evoluir da Fidelidade é um produto de investimento que combina segurança e potencial de rentabilidade, adaptando-se à idade do cliente através de duas componentes distintas: Componente Proteção: Oferece capital e rendimento garantidos, proporcionando segurança ao investimento.; Componente Ativo: Não possui garantias de capital nem de rendimento, apresentando um nível de risco baixo, mas com maior potencial de rentabilidade. A alocação entre estas componentes ajusta-se automaticamente com base na idade do cliente, aumentando a proporção da Componente Proteção à medida que se aproxima da reforma, até um máximo de 60%.","O PPR Evoluir da Fidelidade é um produto de Poupança e Reforma que não garante o capital e o rendimento. Este produto está sujeito a riscos de mercado, o que significa que o valor do investimento pode variar ao longo do tempo, podendo resultar em perdas. Portanto, é importante que os investidores estejam cientes de que, ao optar pelo PPR Evoluir, estão a assumir um risco associado ao desempenho dos ativos em que o fundo investe. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição!",47,No,3.21,9
11,Este produto tem cobertura de seguro em caso de falecimento?,"Sim. Em caso de morte da pessoa segura ou do seu cônjuge (quando o PPR seja um bem comum por força do regime de bens do casal), durante o período de vigência do contrato, é garantido o reembolso do capital seguro na data da participação da morte.","A Fidelidade My Savings não inclui cobertura de seguro em caso de falecimento. Este produto é uma solução de poupança que visa ajudar os clientes a alcançar os seus objetivos financeiros, mas não oferece proteção em caso de morte. Se estiveres à procura de produtos que incluam cobertura de seguro, poderás considerar outras opções disponíveis na Fidelidade. Se precisares de mais informações sobre outros produtos, estou à disposição para ajudar!",40,No,3.13,9
12,Posso escolher a componente que pretendo(Ativo ou Proteção)?,"Não. O contrato apenas admite a recomposição automática, pelo que o Tomador do Seguro não tem direito a alterar a composição do investimento. Fiscalidade","Sim, no produto **Fidelidade My Savings**, tens a possibilidade de escolher entre duas componentes: **Ativo** e **Proteção**. 

### Componente Ativo
- Foca-se na valorização do capital investido.
- Permite uma maior exposição a ativos financeiros, visando um crescimento do capital a longo prazo.

### Componente Proteção
- Tem um enfoque na segurança do capital.
- Proporciona uma maior proteção do capital investido, com menor risco associado.

A escolha entre estas componentes deve ser feita com base nos teus objetivos financeiros e na tua tolerância ao risco. Se precisares de mais informações ou ajuda para decidir, estou à disposição!",29,No,3.26,9
13,"Se tiver feito um resgate do meu PPR com mais de 60 anos e com mais de 5 anos de contrato, tenho tributação de 8%?","Não necessariamente, pois se existem entregas com menos de 5 anos essas são tributadas fora das condições legais e portanto a 21,5%.","Sim, se realizaste um resgate do teu PPR (Plano Poupança Reforma) após os 60 anos e com um contrato que tem mais de 5 anos, a tributação sobre os rendimentos é de 8%. Esta é uma das vantagens do PPR, pois permite uma tributação mais favorável em situações de resgate após o cumprimento desses requisitos. Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",34,No,3.19,9
14,"Se tiver feito uma entrega de 1.000€ há 10 anos e outra de 100.000€ há 4 anos, e quiser resgatar tendo mais de 60 anos, tenho benefício fiscal na totalidade do valor?","Não, os rendimentos obtidos referentes à entrega com 4 anos serão tributados a 21,5% dado que o contrato não cumpre com a regra dos 35% das entregas na primeira metade do mesmo.","Para responder à tua pergunta sobre os benefícios fiscais no resgate de produtos de poupança, é importante considerar as regras específicas do PPR Evoluir da Fidelidade.

No caso de resgates de PPR (Planos Poupança Reforma), se o titular tiver mais de 60 anos, pode beneficiar de isenção de imposto sobre os rendimentos acumulados, desde que o plano tenha sido mantido por um período mínimo de 5 anos. 

No teu exemplo:

- A entrega de 1.000€ há 10 anos já cumpriu o requisito de 5 anos.
- A entrega de 100.000€ há 4 anos ainda não cumpriu o requisito de 5 anos.

Portanto, ao resgatar, terás benefícios fiscais apenas sobre o valor correspondente à entrega de 1.000€, enquanto a entrega de 100.000€ não terá isenção de imposto, uma vez que não cumpriu o prazo mínimo.

Recomendo que consultes um especialista em fiscalidade ou um agente da Fidelidade para obter informações mais detalhadas e personalizadas sobre a tua situação específica.",26,No,4.81,9
15,A rentabilidade gerada pelo ppr anualmente é alvo de tributaçao anualmente ou apenas no final do contrato ou em caso de resgate antecipado?,Apenas no final do contrato ou se houver resgates. Comissões e Custos,"A rentabilidade gerada pelo PPR (Plano Poupança Reforma) é tributada apenas no momento do resgate, seja ele total ou parcial, ou no final do contrato. Portanto, não há tributação anual sobre a rentabilidade acumulada durante o período de investimento. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",26,No,3.21,9
16,Qual é a comissão de gestão anual do PPR Evoluir?,"Depende da componente de Investimento do PPR Evoluir. Componente Proteção - Comissão de gestão anual: Não existe; Componente Ativo - Comissão de gestão anual: Até 1,5%. Concorrência","A comissão de gestão anual do PPR Evoluir é de **1,5%** sobre o capital investido. Se tiveres mais perguntas sobre este produto ou outros aspectos relacionados, estou à disposição para ajudar!",43,No,2.01,9
17,Como se diferencia o PPR Evoluir no mercado de soluções PPR com componente de risco?,"O PPR Evoluir distingue-se no mercado de soluções PPR com componente de risco por integrar uma abordagem inovadora que combina segurança e potencial de rentabilidade, ajustando-se automaticamente à idade do investidor. Este produto está disponível na aplicação MySavings, permitindo aos clientes acompanhar a evolução do seu investimento de forma digital e conveniente","O **PPR Evoluir** da Fidelidade destaca-se no mercado de soluções PPR (Planos Poupança Reforma) com componente de risco por várias razões:

### Diferenciação do PPR Evoluir:

1. **Flexibilidade de Investimento**:
   - O PPR Evoluir permite ao cliente escolher entre diferentes perfis de risco, adaptando-se ao seu perfil de investidor e objetivos financeiros.

2. **Diversificação**:
   - O produto oferece uma carteira diversificada que inclui uma combinação de ativos, o que pode ajudar a mitigar riscos e potencializar retornos.

3. **Gestão Ativa**:
   - A gestão ativa dos investimentos é uma característica importante, permitindo que a Fidelidade ajuste a carteira em resposta às condições de mercado.

4. **Benefícios Fiscais**:
   - Os clientes podem beneficiar de deduções fiscais, o que torna o PPR Evoluir uma opção atrativa para quem procura otimizar a sua poupança para a reforma.

5. **Transparência**:
   - O PPR Evoluir oferece relatórios regulares sobre o desempenho dos investimentos, permitindo que os clientes acompanhem a evolução do seu capital.

6. **Apoio ao Cliente**:
   - A Fidelidade disponibiliza suporte e aconselhamento para ajudar os clientes a tomar decisões informadas sobre os seus investimentos.

### Comparação com Concorrentes:
- Em comparação com outros produtos PPR no mercado, o PPR Evoluir pode oferecer uma combinação única de flexibilidade, gestão ativa e benefícios fiscais que o tornam uma escolha competitiva para investidores que desejam uma solução de poupança para a reforma com componente de risco.

Se precisares de mais informações ou detalhes específicos, estou à disposição para ajudar!",31,No,4.34,9
1,O Fidelidade Savings é mais indicado para que perfil de risco?,"o Fidelidade Savings é adequado para clientes conservadores, através da sua opção Seguro, com capital e rendimento garantido. Para clientes que gostam moderadamente do risco, através da opção Proteção com garantia de 90% do capital investido no vencimento e exposição ao Índice Multiativos. Para clientes propensos ao risco através da opção Dinâmico com 100% de exposição ao Índice Multiativos. Também está disponível a opção ESG, que investe no índice Multiativos ESG, com risco mas ESG, para clientes com preocupações Ambientais, Sociais e de Governança.","O **Fidelidade My Savings** é um produto de poupança que se destina a investidores com um perfil de risco **baixo a moderado**. Este produto é ideal para aqueles que procuram uma forma segura de poupança, com a possibilidade de obter rendimentos, mas que não desejam expor-se a riscos elevados associados a investimentos mais voláteis.

Se tiveres mais perguntas sobre o produto ou se precisares de comparações com outros produtos, estou à disposição!",46,No,3.25,10
2,"Fiz uma poupança Kid's para os meus 3 filhos, como garanto que cada um tem direito ao que lá tem?","Deverá alterar a cláusula beneficiária, solicitando a um agente Fidelidade que faça a alteração da cláusula beneficiária de acordo com o procedimento em vigor. Fiscalidade","Olá! Agradeço a tua pergunta.

Para garantir que cada um dos teus filhos tem direito ao que está na poupança Kid's, é importante que a conta esteja devidamente estruturada. Aqui estão algumas orientações:

1. **Titularidade**: A conta deve ser aberta em nome de cada filho, de forma a que cada um tenha a sua própria poupança individual.

2. **Documentação**: Certifica-te de que tens toda a documentação necessária para cada um dos filhos, como o cartão de cidadão ou outro documento de identificação.

3. **Acordos**: Se a conta for conjunta ou se houver um responsável, é importante que haja um acordo claro sobre como os fundos serão geridos e distribuídos.

4. **Informação**: Mantém-te informado sobre o saldo e as condições da conta de cada filho, para que possas acompanhar o que cada um tem.

Se tiveres mais questões ou precisares de mais informações sobre a poupança Kid's ou outros produtos da Fidelidade, estou aqui para ajudar!",24,No,4.79,10
3,O Fidelidade Savings permite dedução no IRS?,"não. No entanto ao fim de 5 anos a taxa de imposto sobre os rendimentos obtidos no produto baixa de 28% para 22,4% e ao fim de 8 anos baixa para 11,2%.","O produto **Fidelidade My Savings** não permite dedução no IRS. Este produto é uma solução de poupança que visa proporcionar rentabilidade através de uma gestão ativa dos investimentos, mas não oferece benefícios fiscais associados. 

Se tiveres mais perguntas sobre este produto ou sobre o PPR Evoluir, estou à disposição para ajudar!",37,No,3.2,10
4,"Tenho de pagar algum imposto sobre os lucros, ou o rendimento já é líquido?",Os impostos sobre o rendimento obtido são retidos na fonte pela Companhia.,"No caso do **Fidelidade My Savings** e do **PPR Evoluir**, os rendimentos obtidos estão sujeitos a impostos. 

### Impostos sobre os lucros:
- **Fidelidade My Savings**: Os rendimentos são tributados em sede de IRS, sendo que a taxa de imposto é de 28% sobre os juros obtidos.
- **PPR Evoluir**: Os rendimentos também estão sujeitos a uma tributação de 28% em sede de IRS, mas existe a possibilidade de beneficiar de uma taxa reduzida (20%) se o capital for mantido investido por um período superior a 5 anos.

Portanto, os rendimentos não são líquidos, e é necessário considerar a tributação ao calcular o retorno efetivo do investimento. Se precisar de mais informações ou esclarecimentos, estou à disposição!",18,No,3.13,10
5,Porque razão o resgate pedido é inferior ao valor recebido?,"Devido à Regra FIFO, onde são resgatadas as unidades de participação mais antigas e sobre as quais, havendo lucro, incide a tributação. Comissões e Custos","O valor recebido no resgate pode ser inferior ao valor solicitado por várias razões, que podem incluir:

1. **Impostos e Taxas**: O montante resgatado pode estar sujeito a impostos ou taxas que são deduzidos antes do pagamento final.

2. **Desvalorização do Capital**: Se o produto financeiro tiver sofrido desvalorização, o valor de resgate pode ser inferior ao valor investido.

3. **Condições do Produto**: Alguns produtos financeiros têm condições específicas que podem afetar o valor de resgate, como penalizações por resgates antecipados.

4. **Cálculo de Rendimentos**: O cálculo dos rendimentos pode ser feito de forma a refletir o desempenho do investimento ao longo do tempo, o que pode resultar em um valor de resgate diferente do esperado.

Se precisar de informações mais específicas sobre um produto da Fidelidade, como o My Savings ou o PPR Evoluir, por favor, indique qual é o produto em questão.",24,No,4.31,10
6,Qual é a comissão de gestão anual do Fidelidade Savings?,"nas opções com risco a comissão de Gestão é no máximo 1,2%. Na opção com capital e rendimento garantido, a opção Seguro, não há cobrança de nenhuma comissão de Gestão. Também não há comissão de subscrição ou resgate em nenhuma das opções de investimento ou poupança. Rentabilidade e Performance","A comissão de gestão anual do produto **Fidelidade My Savings** é de **1%** sobre o montante aplicado. Se precisares de mais informações ou detalhes sobre este produto, estou à disposição!",40,No,3.18,10
7,Quais os riscos associados ao Fidelidade Savings para o cliente?,"Depende da opção escolhida. A opção Seguro tem capital e rendimento garantido. As restantes opções têm risco de rendimento e capital, mas a opção proteção garante 90% do capital investido na data de vencimento do investimento ou do objectivo. Concorrência","Os riscos associados ao produto **Fidelidade My Savings** incluem:

1. **Risco de Mercado**: O valor do investimento pode variar em função das condições de mercado, o que pode afetar o montante final disponível no momento do resgate.

2. **Risco de Liquidez**: Embora o produto permita resgates, pode haver períodos em que o acesso ao capital investido não seja imediato, dependendo das condições do mercado.

3. **Risco de Taxas**: Podem existir taxas associadas ao produto, que podem impactar o rendimento final.

4. **Risco de Inflação**: O rendimento do investimento pode não acompanhar a inflação, resultando numa perda de poder de compra ao longo do tempo.

5. **Risco de Taxa de Juro**: As taxas de juro podem variar, o que pode afetar o rendimento do investimento.

É importante que os clientes considerem esses riscos e avaliem a sua tolerância ao risco antes de investir. Se precisar de mais informações ou esclarecimentos, estou à disposição!",32,No,3.09,10
8,O Fidelidade Savings (opção segura) é competitivo face aos certificados do Tesouro Português?,"Sim, começa por ser mais flexível na movimentação, não tem restrições nem custos. A taxa de rendimento garantida é de 80% da Euribor a 6 meses, tendo sido normalmente superior. Há momentos em que estamos melhor que os Certificados e momentos em que estamos pior, depende da evolução das taxas. Nos momentos em que as taxas estão a descer a opção seguro tem uma resiliência maior porque só é revista de seis em seis meses. Funcionamento","O **Fidelidade My Savings** (opção segura) é um produto que se destaca pela sua segurança e rentabilidade. Em comparação com os **certificados do Tesouro Português**, o My Savings oferece algumas vantagens:

### Comparação entre Fidelidade My Savings e Certificados do Tesouro Português

- **Segurança**: Ambos os produtos são considerados seguros, mas o My Savings é garantido pela Fidelidade, uma seguradora sólida no mercado.
  
- **Rentabilidade**: O My Savings pode oferecer uma rentabilidade competitiva em relação aos certificados do Tesouro, dependendo das condições de mercado e das taxas de juro em vigor. É importante verificar as taxas específicas no momento da comparação.

- **Liquidez**: O My Savings pode ter condições de liquidez que se adequam melhor a alguns investidores, permitindo acesso ao capital em prazos mais curtos, enquanto os certificados do Tesouro podem ter prazos de maturidade mais longos.

- **Flexibilidade**: O My Savings pode oferecer maior flexibilidade em termos de aportes e resgates, enquanto os certificados do Tesouro têm regras mais rígidas.

### Considerações Finais
Para uma decisão informada, é recomendável analisar as taxas de juro atuais, as condições de resgate e as necessidades financeiras pessoais. Se precisar de mais informações específicas sobre as taxas ou condições do My Savings, estou à disposição para ajudar!",34,No,4.41,10
9,Posso subscrever e resgatar em qualquer momento?,Sim posso. Ao fim de três dias uteis o valor resgatado está na conta bancaria associada. Não há encargos de resgate. 2) PPR EVOLUIR Informações Gerais sobre os Produtos,"Olá! 

No que diz respeito ao **Fidelidade My Savings**, podes subscrever e resgatar o teu investimento a qualquer momento, uma vez que este produto oferece flexibilidade total. 

Relativamente ao **PPR Evoluir**, a subscrição também é possível a qualquer momento, mas o resgate é sujeito a algumas condições. É importante ter em conta que, se o resgate for feito antes do prazo de 5 anos, pode não ser elegível para benefícios fiscais.

Se tiveres mais perguntas ou precisares de mais informações, estou aqui para ajudar!",33,No,3.16,10
10,Que tipo de investimento é o PPR Evoluir — Capital e rendimento garantido ou tem risco?,"Ambos. O PPR Evoluir da Fidelidade é um produto de investimento que combina segurança e potencial de rentabilidade, adaptando-se à idade do cliente através de duas componentes distintas: Componente Proteção: Oferece capital e rendimento garantidos, proporcionando segurança ao investimento.; Componente Ativo: Não possui garantias de capital nem de rendimento, apresentando um nível de risco baixo, mas com maior potencial de rentabilidade. A alocação entre estas componentes ajusta-se automaticamente com base na idade do cliente, aumentando a proporção da Componente Proteção à medida que se aproxima da reforma, até um máximo de 60%.","O PPR Evoluir da Fidelidade é um produto de Poupança Reforma que não garante o capital investido, ou seja, apresenta um nível de risco associado. O capital e os rendimentos não são garantidos, podendo variar em função da evolução dos mercados financeiros. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",47,No,3.11,10
11,Este produto tem cobertura de seguro em caso de falecimento?,"Sim. Em caso de morte da pessoa segura ou do seu cônjuge (quando o PPR seja um bem comum por força do regime de bens do casal), durante o período de vigência do contrato, é garantido o reembolso do capital seguro na data da participação da morte.","A cobertura de seguro em caso de falecimento está disponível no produto **PPR Evoluir** da Fidelidade. Este produto inclui uma garantia de capital em caso de falecimento do subscritor, assegurando que os beneficiários designados recebem o montante acumulado.

Se tiveres mais perguntas ou precisares de mais informações sobre este ou outros produtos da Fidelidade, estou à disposição para ajudar!",43,No,3.13,10
12,Posso escolher a componente que pretendo(Ativo ou Proteção)?,"Não. O contrato apenas admite a recomposição automática, pelo que o Tomador do Seguro não tem direito a alterar a composição do investimento. Fiscalidade","Sim, no produto **Fidelidade My Savings**, tens a possibilidade de escolher entre duas componentes: **Ativo** ou **Proteção**. 

### Componentes disponíveis:
- **Ativo**: Foca-se na valorização do capital, permitindo um maior potencial de rendimento.
- **Proteção**: Oferece uma maior segurança, com um foco na proteção do capital investido.

Esta flexibilidade permite que adaptes o produto às tuas necessidades e objetivos financeiros. Se precisares de mais informações ou detalhes sobre cada componente, estou à disposição para ajudar!",31,No,3.13,10
13,"Se tiver feito um resgate do meu PPR com mais de 60 anos e com mais de 5 anos de contrato, tenho tributação de 8%?","Não necessariamente, pois se existem entregas com menos de 5 anos essas são tributadas fora das condições legais e portanto a 21,5%.","Sim, se realizaste um resgate do teu PPR (Plano Poupança Reforma) após os 60 anos e com um contrato que tem mais de 5 anos, a tributação aplicável é de 8%. Esta é uma das vantagens do PPR, pois a tributação é reduzida em comparação com outros produtos de investimento. Se tiveres mais dúvidas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",35,No,3.15,10
14,"Se tiver feito uma entrega de 1.000€ há 10 anos e outra de 100.000€ há 4 anos, e quiser resgatar tendo mais de 60 anos, tenho benefício fiscal na totalidade do valor?","Não, os rendimentos obtidos referentes à entrega com 4 anos serão tributados a 21,5% dado que o contrato não cumpre com a regra dos 35% das entregas na primeira metade do mesmo.","Para responder à tua questão sobre o resgate dos montantes entregues, é importante considerar as regras associadas ao PPR Evoluir da Fidelidade.

No caso de um resgate de um PPR, se o titular tiver mais de 60 anos, pode beneficiar de isenção de IRS sobre os rendimentos acumulados, desde que o capital tenha sido mantido por um período mínimo de 5 anos. 

### Análise dos montantes entregues:
1. **1.000€ há 10 anos**: Este montante já cumpriu o período mínimo de 5 anos.
2. **100.000€ há 4 anos**: Este montante ainda não cumpriu o período mínimo de 5 anos.

### Conclusão:
- **Resgate do montante de 1.000€**: Isento de IRS, pois já passou o período mínimo.
- **Resgate do montante de 100.000€**: Não isento de IRS, pois não cumpriu o período mínimo de 5 anos.

Portanto, ao resgatar, terás benefício fiscal apenas sobre o montante de 1.000€, enquanto o montante de 100.000€ estará sujeito a IRS sobre os rendimentos acumulados.

Se tiveres mais perguntas ou precisares de mais esclarecimentos, estou à disposição!",24,No,3.14,10
15,A rentabilidade gerada pelo ppr anualmente é alvo de tributaçao anualmente ou apenas no final do contrato ou em caso de resgate antecipado?,Apenas no final do contrato ou se houver resgates. Comissões e Custos,"A rentabilidade gerada pelo PPR (Plano Poupança Reforma) é tributada apenas no momento do resgate, seja no final do contrato ou em caso de resgate antecipado. Portanto, não há tributação anual sobre a rentabilidade acumulada. 

Se tiveres mais perguntas sobre o PPR Evoluir ou outros produtos da Fidelidade, estou à disposição para ajudar!",29,No,3.11,10
16,Qual é a comissão de gestão anual do PPR Evoluir?,"Depende da componente de Investimento do PPR Evoluir. Componente Proteção - Comissão de gestão anual: Não existe; Componente Ativo - Comissão de gestão anual: Até 1,5%. Concorrência","A comissão de gestão anual do PPR Evoluir é de **1%** sobre o capital investido. Se precisares de mais informações sobre este produto ou comparações com outros, estou à disposição!",45,No,1.93,10
17,Como se diferencia o PPR Evoluir no mercado de soluções PPR com componente de risco?,"O PPR Evoluir distingue-se no mercado de soluções PPR com componente de risco por integrar uma abordagem inovadora que combina segurança e potencial de rentabilidade, ajustando-se automaticamente à idade do investidor. Este produto está disponível na aplicação MySavings, permitindo aos clientes acompanhar a evolução do seu investimento de forma digital e conveniente","O **PPR Evoluir** da Fidelidade destaca-se no mercado de soluções PPR (Planos Poupança Reforma) com componente de risco por várias razões:

### Diferenciação do PPR Evoluir:

1. **Flexibilidade de Investimento**:
   - O PPR Evoluir permite uma gestão ativa da carteira, com a possibilidade de escolher entre diferentes fundos de investimento, adaptando-se assim ao perfil de risco do cliente.

2. **Diversificação**:
   - Através da seleção de fundos, o PPR Evoluir oferece uma diversificação que pode incluir ações, obrigações e outros ativos, o que pode potencialmente aumentar o rendimento a longo prazo.

3. **Benefícios Fiscais**:
   - Os contribuintes podem beneficiar de deduções fiscais, o que torna o PPR Evoluir uma opção atrativa para a poupança a longo prazo.

4. **Acompanhamento e Informação**:
   - A Fidelidade disponibiliza ferramentas e relatórios que permitem aos clientes acompanhar o desempenho do seu investimento, promovendo uma maior transparência.

5. **Possibilidade de Resgates**:
   - O PPR Evoluir oferece a possibilidade de resgates em situações específicas, como reforma, invalidez ou morte, proporcionando segurança ao investidor.

### Comparação com Competidores:
- Em comparação com outros produtos PPR no mercado, o PPR Evoluir pode oferecer uma maior flexibilidade e opções de personalização, permitindo que os investidores ajustem a sua estratégia de acordo com as suas necessidades e objetivos financeiros.

Se precisar de mais informações ou detalhes específicos sobre o PPR Evoluir ou comparações com outros produtos, estou à disposição!",31,No,4.31,10
1,O Fidelidade Savings é mais indicado para que perfil de risco?,"o Fidelidade Savings é adequado para clientes conservadores, através da sua opção Seguro, com capital e rendimento garantido. Para clientes que gostam moderadamente do risco, através da opção Proteção com garantia de 90% do capital investido no vencimento e exposição ao Índice Multiativos. Para clientes propensos ao risco através da opção Dinâmico com 100% de exposição ao Índice Multiativos. Também está disponível a opção ESG, que investe no índice Multiativos ESG, com risco mas ESG, para clientes com preocupações Ambientais, Sociais e de Governança.","O produto **Fidelidade My Savings** é mais indicado para investidores com um perfil de risco **baixo a moderado**. Este produto é ideal para aqueles que procuram uma forma de poupança segura, com uma rentabilidade estável e garantida, sem expor o capital a grandes oscilações de mercado. 

Se tiveres mais perguntas sobre este produto ou outros da Fidelidade, estou à disposição para ajudar!",45,No,3.14,11
2,"Fiz uma poupança Kid's para os meus 3 filhos, como garanto que cada um tem direito ao que lá tem?","Deverá alterar a cláusula beneficiária, solicitando a um agente Fidelidade que faça a alteração da cláusula beneficiária de acordo com o procedimento em vigor. Fiscalidade","Olá! Para garantir que cada um dos teus filhos tem direito ao que está na poupança Kid's, é importante que a conta esteja devidamente organizada e que cada filho tenha a sua parte claramente identificada. Aqui estão algumas sugestões:

1. **Abertura de Contas Separadas**: Se possível, considera abrir contas separadas para cada filho. Isso facilita a gestão e a visualização dos montantes que pertencem a cada um.

2. **Documentação**: Mantém toda a documentação relacionada a cada conta, incluindo comprovativos de depósitos e qualquer informação sobre os montantes acumulados.

3. **Registo de Contribuições**: Faz um registo das contribuições feitas para cada filho, para que possas acompanhar quanto cada um tem na poupança.

4. **Consulta Regular**: Verifica regularmente os extratos das contas para garantir que os montantes estão corretos e que cada filho tem acesso à sua parte.

5. **Testamento ou Declaração**: Considera a possibilidade de elaborar um testamento ou uma declaração formal que especifique como os fundos devem ser distribuídos em caso de necessidade.

Se tiveres mais dúvidas ou precisares de informações adicionais sobre produtos específicos da Fidelidade, estou aqui para ajudar!",21,No,4.37,11
3,O Fidelidade Savings permite dedução no IRS?,"não. No entanto ao fim de 5 anos a taxa de imposto sobre os rendimentos obtidos no produto baixa de 28% para 22,4% e ao fim de 8 anos baixa para 11,2%.","O **Fidelidade My Savings** não permite dedução no IRS, uma vez que não é considerado um produto de poupança qualificado para esse efeito. Se tiveres interesse em produtos que permitam dedução no IRS, o **PPR Evoluir** é uma opção a considerar, pois as contribuições para este plano de poupança reforma são dedutíveis nas declarações de IRS, dentro dos limites estabelecidos pela legislação em vigor. 

Se precisares de mais informações sobre algum dos produtos, estou à disposição!",31,No,3.2,11
4,"Tenho de pagar algum imposto sobre os lucros, ou o rendimento já é líquido?",Os impostos sobre o rendimento obtido são retidos na fonte pela Companhia.,"No caso dos produtos da Fidelidade, como o **My Savings** e o **PPR Evoluir**, os rendimentos obtidos estão sujeitos a impostos. 

### Impostos sobre os lucros:
- **My Savings**: Os rendimentos são tributados em sede de IRS, à taxa de 28% sobre os juros obtidos.
- **PPR Evoluir**: Os rendimentos também são tributados, mas a tributação pode ser mais favorável se o capital for resgatado após 5 anos, podendo beneficiar de uma taxa reduzida.

Portanto, os rendimentos não são líquidos, e deves considerar a tributação ao calcular os lucros efetivos. Se tiveres mais perguntas ou precisares de mais esclarecimentos, estou à disposição!",19,No,3.28,11
5,Porque razão o resgate pedido é inferior ao valor recebido?,"Devido à Regra FIFO, onde são resgatadas as unidades de participação mais antigas e sobre as quais, havendo lucro, incide a tributação. Comissões e Custos","O valor recebido no resgate pode ser inferior ao valor solicitado por várias razões, que podem incluir:

1. **Impostos e Taxas**: Pode haver deduções relacionadas a impostos ou taxas aplicáveis ao resgate, que podem reduzir o montante final recebido.

2. **Penalizações por Resgate Antecipado**: Se o resgate for feito antes de um determinado prazo, pode haver penalizações que afetam o valor recebido.

3. **Valor de Mercado**: O valor dos ativos pode variar com base nas condições de mercado. Se o resgate for feito em um momento em que o valor dos ativos está em baixa, isso pode impactar o montante recebido.

4. **Condições do Produto**: Alguns produtos financeiros têm condições específicas que podem afetar o valor do resgate, como a aplicação de um período de carência ou a necessidade de manter um saldo mínimo.

Se precisar de informações mais específicas sobre um produto da Fidelidade, como o My Savings ou o PPR Evoluir, por favor, indique qual é o produto em questão.",22,No,4.45,11
